age,code,wage,benifit
49,22,43212,1233.0
70,23,42505,1250.0
39,12,38130,1208.0
80,34,40797,1085.0
55,22,44251,1271.0
43,12,33572,1078.0
54,81,25826,262.0
99,61,24216,487.0
25,31,39844,971.0
48,53,24611,490.0
83,41,32673,791.0
22,21,38799,1071.0
30,35,34390,852.0
25,23,42270,1168.0
40,72,23699,303.0
23,53,37897,669.0
21,34,38015,922.0
56,23,32882,970.0
74,35,51028,1313.0
29,21,48108,1331.0
79,61,19560,392.0
56,35,42866,1093.0
98,81,24759,328.0
79,12,43305,1430.0
93,92,30641,257.0
28,62,31348,464.0
83,33,26303,752.0
61,11,66424,2094.0
38,82,33623,287.0
85,61,25008,475.0
61,24,41754,1215.0
29,62,28365,426.0
75,12,30211,1031.0
50,22,36138,1047.0
34,71,29777,354.0
34,53,39138,708.0
90,52,26422,590.0
77,81,26040,301.0
77,32,24246,694.0
26,81,27207,224.0
91,81,31459,361.0
41,21,47707,1340.0
54,81,29134,284.0
54,33,43783,1111.0
20,72,32081,354.0
37,23,37228,1054.0
91,32,29309,835.0
29,32,30276,754.0
55,24,51104,1454.0
79,82,29232,326.0
76,32,26223,738.0
56,21,40252,1166.0
34,52,38044,690.0
27,34,39552,967.0
53,31,37594,965.0
90,12,47092,1562.0
46,34,31532,812.0
75,21,58649,1688.0
95,35,44458,1195.0
41,35,47354,1173.0
39,52,38222,702.0
97,21,46762,1408.0
78,92,23346,207.0
83,12,34492,1173.0
71,23,32534,985.0
59,81,27289,280.0
31,21,45019,1252.0
71,81,34279,346.0
46,92,27331,167.0
42,35,46420,1153.0
61,33,19348,553.0
50,54,30896,598.0
26,12,27311,862.0
48,54,26944,529.0
55,82,30246,293.0
91,22,53048,1566.0
84,35,51642,1344.0
41,22,32480,934.0
23,24,55698,1523.0
55,24,35149,1028.0
23,41,23692,512.0
52,34,43548,1102.0
21,12,34134,1059.0
57,32,24431,665.0
71,61,19458,377.0
83,54,30665,649.0
82,51,24546,545.0
38,22,32756,936.0
83,41,24567,629.0
43,54,30662,582.0
55,32,23440,638.0
33,12,30285,963.0
25,81,34801,273.0
48,92,26443,168.0
68,12,40229,1320.0
71,22,32312,979.0
61,54,27881,566.0
38,34,36119,906.0
86,61,19597,404.0
51,34,44559,1124.0
83,12,36286,1226.0
63,21,33573,1000.0
97,21,34614,1084.0
32,92,19298,117.0
19,71,24222,273.0
62,91,25661,188.0
63,81,27494,288.0
31,12,45296,1410.0
27,21,50069,1380.0
30,32,27641,694.0
79,32,23242,673.0
60,11,87034,2711.0
91,54,33369,707.0
94,82,37637,407.0
91,33,32236,903.0
32,41,25901,571.0
76,35,47041,1224.0
43,33,15936,443.0
31,34,27468,692.0
65,61,23249,418.0
54,24,58130,1640.0
58,11,61011,1926.0
73,35,35267,944.0
54,22,51760,1470.0
25,92,23210,119.0
87,42,26312,671.0
96,81,34403,389.0
70,52,42412,823.0
50,11,33795,1097.0
42,35,29408,756.0
84,32,28963,815.0
19,62,23532,345.0
22,23,32669,907.0
25,35,27785,689.0
58,34,43363,1108.0
22,71,20058,237.0
29,35,45105,1100.0
40,61,30573,474.0
88,62,23940,465.0
41,11,85067,2620.0
72,24,48033,1400.0
65,81,35008,341.0
54,21,34872,1019.0
38,34,39669,988.0
62,12,27419,925.0
54,34,37650,968.0
60,21,50224,1439.0
97,32,27832,811.0
94,24,55326,1632.0
88,32,25697,746.0
57,72,26706,362.0
25,81,27616,225.0
50,22,50890,1440.0
72,21,43812,1288.0
88,92,23308,224.0
32,51,29624,547.0
68,72,24836,361.0
58,24,59143,1673.0
28,34,28179,704.0
47,81,30820,283.0
31,81,31010,258.0
76,22,51345,1495.0
63,53,34258,675.0
97,33,41170,1122.0
48,62,27734,449.0
33,91,32164,162.0
91,91,22213,225.0
39,91,31742,170.0
18,81,26817,208.0
19,71,26847,300.0
52,35,34959,902.0
69,22,48503,1408.0
97,24,56627,1671.0
22,24,37468,1035.0
98,22,39240,1209.0
94,63,26302,507.0
58,22,50554,1444.0
77,81,26988,308.0
40,71,26575,332.0
39,21,53068,1480.0
21,61,29687,430.0
22,53,42012,736.0
80,92,22708,209.0
35,91,29854,157.0
33,81,27371,237.0
35,54,30484,566.0
67,71,20296,314.0
99,51,27814,628.0
57,21,60805,1716.0
21,23,49384,1351.0
84,21,53879,1576.0
33,32,30924,776.0
70,61,19211,372.0
80,12,49589,1621.0
20,35,27217,668.0
98,32,26734,787.0
40,81,35673,304.0
79,23,39168,1176.0
86,34,38476,1041.0
60,41,30029,700.0
71,24,48952,1423.0
64,35,45047,1157.0
59,24,55319,1573.0
21,34,26123,644.0
27,23,37711,1050.0
51,34,25097,670.0
83,42,32708,792.0
99,42,29485,754.0
44,51,27301,528.0
67,81,24980,278.0
57,12,47881,1531.0
82,24,59544,1724.0
29,91,24583,130.0
77,34,29934,826.0
55,22,46286,1325.0
66,31,38841,1016.0
74,22,36011,1083.0
83,52,37013,755.0
44,33,37704,953.0
64,12,48309,1555.0
84,53,40007,806.0
60,32,24449,670.0
51,35,43904,1109.0
37,92,26915,151.0
72,34,26643,741.0
42,32,25471,664.0
82,12,27520,962.0
96,54,21416,516.0
19,32,25853,634.0
99,52,26402,605.0
23,81,26887,217.0
40,54,22016,433.0
19,41,24926,530.0
85,91,29454,239.0
23,52,35443,629.0
58,53,35653,690.0
82,35,51115,1329.0
73,42,27048,662.0
88,52,40362,819.0
80,32,23018,670.0
54,34,36577,943.0
28,54,26174,482.0
33,24,43634,1218.0
63,11,65435,2068.0
58,21,46039,1324.0
54,54,26163,526.0
18,92,27378,121.0
69,53,27178,567.0
48,91,26907,169.0
24,92,30354,141.0
35,52,31114,576.0
83,32,21868,648.0
88,21,49979,1479.0
71,21,45853,1341.0
79,42,28388,699.0
85,24,33806,1043.0
44,12,34285,1101.0
20,12,46151,1417.0
41,61,25991,414.0
55,53,28194,561.0
29,92,26421,136.0
83,22,31995,991.0
59,91,25224,182.0
92,35,33693,939.0
49,42,27891,639.0
23,21,45869,1261.0
54,52,37751,719.0
51,21,51667,1462.0
44,82,34570,303.0
50,22,42038,1204.0
58,22,47248,1356.0
84,54,29538,632.0
51,21,63760,1785.0
42,24,47832,1345.0
33,53,33220,608.0
56,22,39664,1151.0
43,21,35918,1029.0
33,54,28965,537.0
66,81,31873,322.0
92,71,25799,411.0
20,41,25659,546.0
61,22,53698,1533.0
99,21,34374,1081.0
35,31,33130,831.0
90,81,31155,357.0
51,21,62582,1753.0
92,32,32379,908.0
36,34,34230,858.0
76,22,44958,1325.0
31,24,32606,921.0
19,31,29942,730.0
34,81,33008,276.0
59,21,37238,1091.0
21,62,30255,438.0
47,22,33479,971.0
34,22,39225,1102.0
35,34,44078,1086.0
33,32,21679,560.0
26,21,44507,1230.0
39,34,36054,906.0
79,24,40287,1205.0
78,21,39327,1178.0
20,31,42302,1020.0
70,92,26714,205.0
80,72,32016,453.0
96,71,25427,414.0
71,81,36521,361.0
43,53,32548,614.0
33,21,51394,1425.0
71,34,25951,723.0
38,52,30103,565.0
96,22,48363,1449.0
40,22,41243,1166.0
36,52,34481,634.0
42,34,44103,1099.0
79,23,39648,1188.0
42,12,26970,879.0
23,54,28402,511.0
28,32,22634,574.0
51,24,31863,934.0
56,62,21770,383.0
71,21,39233,1164.0
81,82,29457,331.0
47,12,38529,1234.0
50,12,32462,1057.0
33,33,25389,647.0
20,54,30570,542.0
78,34,27796,778.0
88,35,47706,1259.0
20,52,45531,792.0
82,11,50505,1651.0
38,91,31114,167.0
67,52,36472,719.0
34,23,31280,890.0
22,12,43395,1338.0
67,32,21907,622.0
96,54,27092,611.0
91,12,28916,1019.0
98,11,52822,1747.0
82,34,32846,903.0
81,61,24658,463.0
72,34,30658,835.0
32,11,81392,2495.0
90,53,34692,728.0
84,81,25006,306.0
84,11,43866,1455.0
92,22,52468,1552.0
93,92,28720,250.0
36,31,29377,745.0
45,32,27128,707.0
77,24,39240,1174.0
76,51,32617,670.0
63,12,47357,1525.0
70,34,36617,971.0
47,92,21202,149.0
85,35,48814,1280.0
43,52,32839,618.0
36,34,38395,955.0
19,35,38025,918.0
95,21,47576,1427.0
18,21,50490,1376.0
38,82,31500,273.0
47,35,32082,826.0
91,21,41226,1251.0
77,62,25975,474.0
77,81,29346,323.0
31,23,30884,875.0
61,22,34291,1016.0
80,21,33787,1034.0
39,32,26614,685.0
76,34,31321,857.0
24,11,45447,1403.0
71,23,31637,961.0
94,71,19824,354.0
89,22,33730,1047.0
74,54,25273,544.0
37,24,42487,1194.0
88,41,23899,624.0
32,52,33066,604.0
20,31,43307,1043.0
80,34,35399,959.0
58,82,33606,320.0
38,61,30033,463.0
35,11,54354,1688.0
31,12,32785,1035.0
41,51,32003,601.0
59,41,32903,756.0
87,35,34637,953.0
49,23,47726,1354.0
59,81,32221,313.0
51,24,60088,1687.0
49,54,23322,470.0
86,22,50303,1484.0
75,82,25585,295.0
73,34,40967,1077.0
18,34,28806,702.0
22,24,32475,902.0
80,34,26958,762.0
49,51,26926,530.0
56,12,45412,1455.0
72,81,23932,279.0
61,35,39339,1019.0
71,23,38709,1150.0
57,35,36798,953.0
44,35,52173,1290.0
46,24,52909,1487.0
73,24,45644,1338.0
24,24,39676,1098.0
75,62,27807,495.0
77,11,41068,1360.0
41,35,51811,1277.0
44,54,29775,569.0
49,12,35849,1157.0
59,81,25383,267.0
53,22,46545,1329.0
96,35,37188,1027.0
79,32,23176,672.0
92,24,59214,1732.0
87,41,24673,638.0
61,91,24184,182.0
34,52,32849,604.0
99,12,28834,1030.0
98,22,46058,1391.0
74,53,35786,719.0
68,82,39256,375.0
99,35,43115,1171.0
85,35,37712,1021.0
73,12,28483,976.0
28,92,24521,128.0
80,81,29595,330.0
39,41,31250,690.0
87,81,35957,384.0
23,12,47401,1460.0
43,21,57314,1600.0
79,22,36971,1117.0
60,54,22165,469.0
59,34,39505,1020.0
77,61,29125,516.0
46,71,25575,332.0
45,61,21366,359.0
96,11,62590,2037.0
52,62,22558,387.0
66,24,57934,1654.0
91,21,37672,1156.0
84,22,35342,1082.0
95,11,38931,1326.0
22,12,44096,1359.0
86,81,32380,359.0
32,61,20048,320.0
29,23,40031,1115.0
47,32,22277,598.0
93,51,28660,632.0
23,81,25526,208.0
91,51,25950,584.0
78,34,43910,1154.0
60,92,26264,187.0
81,54,33270,689.0
32,53,32025,587.0
48,92,25084,163.0
99,21,64160,1875.0
86,34,39718,1070.0
96,11,53413,1762.0
73,92,19502,186.0
77,11,49054,1599.0
57,24,45298,1302.0
99,92,30649,267.0
97,41,23904,639.0
35,21,36156,1022.0
28,71,22896,275.0
88,11,54718,1788.0
66,35,40601,1057.0
30,24,43285,1204.0
34,61,21254,340.0
29,21,39060,1089.0
90,22,40415,1227.0
88,61,23317,457.0
42,22,40241,1143.0
63,12,49482,1589.0
27,63,27183,407.0
44,12,32971,1062.0
38,91,29682,162.0
29,54,28481,523.0
92,92,31209,257.0
22,24,53416,1461.0
52,54,21843,450.0
59,34,25886,702.0
95,12,49078,1630.0
26,12,34842,1088.0
98,92,27713,255.0
41,11,48114,1511.0
96,24,56285,1660.0
38,32,28005,716.0
53,81,24255,250.0
45,34,43111,1080.0
69,21,50339,1457.0
96,91,25818,246.0
38,12,40892,1290.0
63,54,30221,608.0
29,53,32057,582.0
63,62,28186,480.0
41,31,30182,772.0
18,22,37249,1023.0
25,23,42042,1162.0
58,52,31615,623.0
57,52,32744,640.0
26,24,52900,1454.0
43,41,25250,576.0
98,42,27774,718.0
89,34,25899,752.0
56,12,45212,1449.0
26,35,26984,672.0
21,32,25915,639.0
64,72,26757,374.0
41,81,31414,277.0
63,23,52524,1505.0
42,21,42726,1209.0
39,24,30739,884.0
89,35,46570,1234.0
64,32,30108,809.0
19,62,30402,437.0
71,32,23710,671.0
75,41,34109,807.0
80,22,49703,1458.0
57,21,55919,1586.0
36,81,32778,278.0
83,24,56407,1642.0
87,81,26471,321.0
85,24,60699,1760.0
85,35,52245,1360.0
34,35,36491,908.0
27,81,24388,207.0
94,34,31103,882.0
92,35,35379,978.0
25,32,25522,637.0
60,35,28248,759.0
93,21,39437,1206.0
30,53,32919,598.0
30,34,34945,865.0
91,52,43474,876.0
65,22,51529,1482.0
83,21,57094,1660.0
29,61,20742,324.0
51,61,23742,401.0
90,35,46134,1226.0
98,24,55204,1635.0
72,24,54961,1585.0
18,34,38606,930.0
43,24,36092,1034.0
96,53,37953,792.0
50,23,48556,1378.0
82,82,42028,416.0
56,52,42123,795.0
57,52,27335,550.0
78,11,40927,1357.0
26,12,31405,985.0
21,82,40984,308.0
66,81,32034,323.0
85,22,35504,1088.0
28,41,35182,750.0
41,52,41261,756.0
70,92,22897,192.0
60,34,43312,1110.0
25,61,22324,339.0
90,35,33167,923.0
83,41,26414,666.0
46,21,37949,1088.0
68,21,64324,1828.0
91,61,21411,437.0
44,41,26672,606.0
43,92,21524,143.0
59,33,50840,1284.0
31,22,39043,1092.0
69,92,29226,212.0
66,22,36192,1075.0
35,11,38359,1209.0
86,34,26361,758.0
55,54,31843,622.0
76,24,46119,1356.0
68,54,25369,536.0
19,82,31230,239.0
41,12,47517,1493.0
70,22,43320,1271.0
93,33,39424,1074.0
90,21,34592,1072.0
37,41,33338,728.0
55,53,32093,626.0
56,12,38737,1255.0
22,35,33383,815.0
91,81,29496,348.0
65,34,38488,1006.0
80,61,18328,377.0
38,71,28432,347.0
18,35,33725,816.0
36,35,48559,1193.0
36,23,45451,1272.0
59,21,58469,1657.0
23,41,23246,503.0
39,12,49569,1552.0
99,54,24132,567.0
97,22,43987,1334.0
55,22,40692,1176.0
41,92,20365,136.0
45,81,29338,270.0
63,81,25141,272.0
36,22,52354,1456.0
46,53,31818,606.0
78,41,26723,664.0
22,22,49144,1347.0
95,61,22303,455.0
53,54,22459,462.0
38,24,45092,1265.0
34,32,30351,764.0
27,91,22555,120.0
41,24,51015,1428.0
38,31,30509,775.0
21,35,46667,1123.0
36,53,31597,586.0
50,61,21451,369.0
57,41,27242,639.0
83,41,25215,642.0
77,35,42836,1127.0
44,61,22728,376.0
77,23,42639,1265.0
76,71,28149,408.0
23,34,39209,953.0
47,22,31234,911.0
78,35,42831,1129.0
95,33,50965,1347.0
95,24,30223,964.0
59,24,59035,1672.0
68,31,37590,990.0
78,12,30846,1055.0
56,61,21124,374.0
45,54,22407,448.0
42,53,25616,496.0
81,24,60164,1739.0
25,22,38857,1077.0
87,24,57852,1687.0
98,92,23427,241.0
25,24,47789,1316.0
53,24,47174,1346.0
71,32,30000,818.0
48,63,34662,542.0
29,22,45148,1252.0
98,21,50896,1520.0
89,35,30083,850.0
92,53,28461,627.0
81,24,58114,1684.0
80,11,34558,1170.0
46,22,52567,1478.0
81,21,44735,1327.0
39,31,32055,812.0
20,21,57329,1562.0
18,41,25551,541.0
43,23,32422,936.0
40,41,35152,769.0
89,71,30006,448.0
74,24,55528,1604.0
54,12,45724,1461.0
23,22,40872,1128.0
28,35,47891,1164.0
68,22,51351,1482.0
35,22,45716,1277.0
21,34,26918,663.0
46,82,43512,366.0
23,32,31204,766.0
37,21,49046,1369.0
80,12,27061,945.0
61,82,28672,292.0
72,21,39688,1178.0
94,92,19638,222.0
19,35,30211,736.0
96,22,42152,1284.0
93,11,54033,1775.0
89,61,20518,421.0
67,11,78100,2454.0
67,54,22379,484.0
82,54,32266,674.0
66,21,52914,1521.0
90,21,49748,1476.0
44,32,21997,586.0
74,31,27920,774.0
72,54,29747,615.0
72,92,28157,213.0
18,34,32988,799.0
85,82,26150,316.0
72,61,21835,411.0
97,11,33876,1177.0
87,61,23880,463.0
74,51,29078,607.0
79,41,35523,842.0
55,32,30193,796.0
51,21,44550,1273.0
70,31,33540,899.0
80,21,47190,1391.0
53,23,36153,1052.0
68,51,31466,637.0
56,54,32983,643.0
82,92,19942,203.0
67,61,23610,426.0
76,52,33526,685.0
24,35,28480,704.0
78,92,25529,215.0
99,21,40288,1239.0
48,35,52885,1313.0
28,22,41767,1160.0
68,92,26746,202.0
78,52,36930,745.0
19,24,61876,1681.0
60,52,46652,877.0
35,33,36204,903.0
86,33,27626,787.0
51,11,61916,1942.0
49,52,42005,781.0
65,71,28985,398.0
59,41,28972,677.0
68,81,26023,286.0
63,53,24621,515.0
73,34,36568,974.0
52,54,26503,528.0
21,54,31296,556.0
62,82,40026,370.0
40,24,33906,970.0
61,23,46105,1331.0
45,61,23292,385.0
96,34,26004,766.0
36,33,10084,295.0
42,21,40692,1155.0
64,23,34905,1037.0
27,92,25402,129.0
52,34,24515,658.0
97,34,42729,1158.0
90,22,34999,1083.0
98,21,41938,1281.0
52,24,51995,1473.0
58,32,22605,624.0
99,32,22782,696.0
92,24,39724,1212.0
90,22,36719,1129.0
86,72,30933,452.0
33,11,36422,1147.0
32,33,42286,1040.0
87,35,52842,1377.0
90,21,59308,1731.0
75,81,33826,350.0
25,35,26549,661.0
54,54,28930,572.0
61,62,28885,486.0
56,35,34486,898.0
61,34,40782,1053.0
31,12,36364,1142.0
22,62,30154,438.0
53,21,46503,1328.0
63,52,28669,582.0
36,72,25031,310.0
76,35,29943,825.0
62,61,22315,400.0
29,31,38608,949.0
32,32,29699,746.0
96,32,29531,849.0
54,81,24358,252.0
60,91,28286,194.0
20,82,38515,290.0
26,35,33772,831.0
67,21,41655,1222.0
80,31,33822,922.0
66,22,45973,1335.0
49,61,26281,432.0
99,31,32090,913.0
69,22,50623,1464.0
23,34,32055,786.0
32,23,37473,1052.0
62,52,38519,745.0
38,51,31768,592.0
27,12,48799,1508.0
67,24,44852,1307.0
56,61,29560,487.0
82,81,24493,299.0
59,34,35654,930.0
33,54,33044,605.0
67,12,40520,1327.0
64,52,28465,581.0
36,24,37045,1047.0
42,54,30639,580.0
55,33,44082,1120.0
81,22,43900,1305.0
30,24,54556,1504.0
91,81,35073,385.0
64,62,22696,409.0
81,22,35028,1069.0
23,21,36591,1014.0
86,31,30040,844.0
95,24,59299,1739.0
93,12,50217,1661.0
51,92,22034,158.0
43,35,43327,1082.0
38,12,29404,945.0
58,12,47870,1532.0
35,23,42884,1201.0
88,21,37945,1158.0
65,24,51094,1470.0
69,41,30388,722.0
92,92,24852,236.0
77,31,38393,1024.0
60,81,28471,289.0
90,71,24362,393.0
45,52,44568,817.0
70,41,28368,684.0
64,22,41137,1203.0
42,52,35838,667.0
77,52,35502,720.0
28,81,27675,231.0
45,92,21123,145.0
81,52,39502,793.0
22,23,43500,1196.0
62,51,29172,589.0
72,54,25687,548.0
42,22,32929,948.0
37,23,39800,1123.0
98,23,52389,1560.0
65,41,34945,807.0
87,63,29734,541.0
80,52,35681,728.0
87,54,31937,677.0
50,35,37363,955.0
89,34,39250,1064.0
40,53,33393,623.0
62,41,34099,785.0
98,71,24553,408.0
43,54,32264,609.0
63,34,31507,840.0
36,12,40368,1271.0
78,24,35306,1071.0
89,54,31914,680.0
78,12,37490,1254.0
45,54,30132,577.0
60,23,46714,1345.0
19,22,36322,1000.0
28,71,25651,303.0
48,23,47602,1349.0
65,54,32060,642.0
96,41,29326,746.0
68,21,50295,1454.0
54,32,27606,734.0
78,21,49794,1457.0
95,54,24992,574.0
88,24,46420,1384.0
79,24,51075,1493.0
91,34,34746,962.0
32,21,36054,1014.0
82,24,53649,1567.0
86,35,29402,829.0
77,62,23281,438.0
75,92,29053,221.0
91,61,24690,480.0
35,34,31903,802.0
82,53,33472,694.0
72,41,30215,724.0
65,41,33769,783.0
74,81,33847,348.0
63,51,31403,628.0
43,34,33194,846.0
78,92,23429,208.0
38,52,30558,572.0
78,23,33316,1018.0
48,54,33204,633.0
28,33,42807,1045.0
62,62,21529,390.0
42,52,37957,702.0
66,35,45984,1182.0
66,21,31656,954.0
69,91,26550,203.0
37,34,29918,759.0
44,21,39811,1134.0
91,54,30711,663.0
85,92,23973,221.0
88,34,31028,870.0
62,35,50608,1284.0
72,21,51685,1498.0
30,21,52555,1451.0
84,24,58465,1699.0
28,41,34745,741.0
49,92,23804,161.0
32,54,21091,404.0
38,81,23373,219.0
89,23,50134,1485.0
53,23,42190,1213.0
82,24,34983,1069.0
65,34,26102,717.0
21,11,39911,1232.0
70,35,43326,1127.0
61,35,30161,805.0
68,21,39666,1171.0
59,34,38545,997.0
36,22,39065,1101.0
31,62,23935,370.0
68,92,30469,214.0
87,71,29398,438.0
89,52,43864,879.0
89,61,22395,446.0
34,22,50610,1406.0
71,21,52561,1519.0
99,21,61332,1800.0
26,35,26975,672.0
91,34,31725,891.0
22,62,26539,390.0
87,91,26465,233.0
52,61,24406,412.0
76,24,42080,1248.0
32,24,36469,1025.0
30,53,34863,631.0
41,24,39146,1112.0
84,91,29509,238.0
62,35,45894,1174.0
90,21,53446,1575.0
69,35,29571,804.0
62,32,29428,789.0
22,81,36784,281.0
64,22,46401,1344.0
90,54,27878,614.0
82,53,39844,800.0
30,23,46559,1291.0
37,41,25652,574.0
52,41,24171,570.0
29,12,35018,1098.0
33,11,58715,1816.0
55,22,37542,1092.0
87,21,46113,1374.0
50,81,23444,239.0
77,92,25374,212.0
94,22,33896,1060.0
35,53,25457,482.0
25,11,78173,2386.0
26,71,26586,309.0
99,11,87686,2795.0
68,35,28667,782.0
29,34,29536,737.0
57,61,26217,444.0
54,34,26618,711.0
54,41,25214,594.0
28,24,35213,985.0
28,41,26992,586.0
78,22,43994,1303.0
39,11,76457,2358.0
23,81,32418,254.0
60,52,37961,732.0
95,32,31871,901.0
21,22,53542,1462.0
39,12,34928,1112.0
19,31,42777,1029.0
70,53,37262,737.0
78,23,38287,1150.0
19,54,22865,412.0
23,92,23244,115.0
32,31,33147,826.0
56,53,37922,725.0
31,51,29731,547.0
91,24,33080,1033.0
32,62,22798,357.0
75,54,24839,538.0
64,34,28012,760.0
55,52,36050,692.0
21,52,36727,647.0
83,81,36588,382.0
83,35,32762,902.0
97,24,34522,1082.0
68,35,31528,848.0
26,72,23107,274.0
23,34,26713,661.0
53,21,47758,1361.0
55,54,32933,640.0
67,92,23988,191.0
69,35,27080,746.0
68,41,28282,678.0
94,34,29586,847.0
81,21,33090,1017.0
85,12,41218,1378.0
20,52,29118,518.0
37,24,52359,1457.0
41,35,38837,974.0
72,23,31051,948.0
74,12,37105,1236.0
77,22,35966,1087.0
93,22,47847,1430.0
21,34,42145,1018.0
88,35,37159,1013.0
44,22,36749,1053.0
30,81,31359,259.0
19,24,48650,1329.0
87,92,26724,234.0
28,52,29637,540.0
22,92,30540,138.0
50,51,25302,505.0
92,41,28466,722.0
26,23,43127,1193.0
71,12,50201,1624.0
81,53,31815,665.0
71,71,21555,333.0
58,54,28207,566.0
75,11,56125,1808.0
66,11,56928,1817.0
46,22,49621,1399.0
39,61,20070,332.0
67,63,34089,566.0
91,51,31798,681.0
42,61,23922,388.0
18,24,33336,918.0
37,41,33066,722.0
73,51,32501,663.0
20,32,29016,710.0
79,24,46857,1381.0
42,51,27177,522.0
63,35,28772,776.0
32,52,43885,784.0
19,22,37635,1035.0
78,51,23990,529.0
54,21,45100,1292.0
22,12,48863,1502.0
33,81,23915,214.0
28,61,24119,368.0
60,92,23603,178.0
65,62,22474,407.0
74,11,75527,2389.0
77,21,45430,1339.0
46,31,29694,769.0
59,35,44504,1136.0
72,12,35912,1197.0
90,24,53133,1566.0
31,54,25617,478.0
87,41,27603,697.0
23,52,39583,698.0
95,41,25537,669.0
62,35,32654,865.0
52,35,52104,1302.0
75,42,30880,742.0
54,81,33242,311.0
76,21,38166,1144.0
66,21,53437,1534.0
35,53,34180,628.0
40,71,22321,289.0
33,61,22974,361.0
98,34,38713,1066.0
21,81,24936,201.0
41,42,31255,693.0
59,24,39053,1139.0
58,34,32695,859.0
93,34,26354,769.0
32,92,28954,149.0
99,24,55752,1651.0
94,81,32793,375.0
46,34,34489,881.0
57,21,41923,1212.0
73,34,28288,781.0
21,31,31639,773.0
56,81,30046,293.0
49,35,33846,871.0
42,24,46536,1310.0
44,32,22549,599.0
78,24,55620,1613.0
49,62,31099,496.0
56,24,38025,1107.0
68,22,46385,1350.0
36,11,76157,2344.0
52,23,41856,1202.0
64,54,30740,619.0
97,34,29017,838.0
97,61,23737,478.0
55,34,38960,1000.0
27,23,35424,989.0
26,24,53776,1477.0
96,31,27746,807.0
79,41,26269,657.0
86,11,82832,2628.0
62,61,18422,348.0
76,92,24819,209.0
30,92,31314,154.0
47,52,44443,819.0
23,24,57263,1565.0
46,34,30729,793.0
35,54,25890,489.0
64,82,31836,318.0
81,22,43445,1293.0
93,21,38524,1182.0
44,32,24139,636.0
43,52,32515,613.0
54,91,23337,167.0
84,41,27590,691.0
29,92,24470,129.0
50,41,24616,575.0
33,71,29222,347.0
65,51,25545,534.0
25,53,36024,642.0
61,24,42937,1246.0
20,11,79052,2404.0
59,31,42061,1079.0
35,81,30753,263.0
83,34,44551,1177.0
97,62,21777,452.0
18,11,68190,2075.0
92,61,22199,449.0
70,81,35060,350.0
31,72,31275,364.0
96,53,26703,605.0
73,52,29605,615.0
73,21,63277,1809.0
20,54,26609,476.0
98,32,33209,938.0
54,41,26510,620.0
96,35,37575,1036.0
78,11,42671,1410.0
57,91,28046,188.0
25,81,26488,218.0
38,51,24157,465.0
80,24,32422,997.0
95,12,38342,1308.0
69,54,22235,485.0
47,21,33175,963.0
88,54,25400,570.0
55,33,25389,684.0
62,61,27129,465.0
44,81,29134,267.0
37,11,46327,1451.0
53,51,27614,548.0
55,23,51469,1464.0
64,11,61831,1961.0
58,81,23869,255.0
30,42,32070,691.0
57,21,42621,1231.0
49,12,42843,1366.0
42,12,36394,1161.0
95,24,51285,1525.0
29,92,31212,152.0
95,35,35813,993.0
62,12,31524,1049.0
84,24,31697,985.0
80,12,31946,1091.0
61,21,44815,1296.0
98,31,32230,915.0
19,21,39271,1078.0
22,21,48540,1331.0
62,24,44405,1287.0
50,81,24495,246.0
79,21,60981,1757.0
66,35,48921,1251.0
30,34,30485,761.0
18,21,43724,1195.0
88,53,33774,709.0
59,54,21700,460.0
35,32,22501,583.0
24,41,30092,641.0
39,11,73438,2268.0
64,34,33235,882.0
44,41,29290,659.0
41,52,37561,694.0
92,24,61158,1784.0
79,54,22403,505.0
84,81,26045,313.0
72,34,31791,861.0
46,24,48782,1377.0
51,91,24919,168.0
96,12,49018,1630.0
93,35,27620,799.0
52,81,32951,306.0
24,24,35594,989.0
87,24,55682,1629.0
64,34,24270,672.0
21,22,41812,1149.0
29,31,32700,811.0
89,24,59152,1725.0
26,41,32697,697.0
35,21,63657,1755.0
51,81,31154,292.0
45,21,56699,1586.0
80,11,77124,2447.0
22,21,48541,1331.0
94,11,67618,2185.0
33,61,20424,327.0
19,54,23575,424.0
76,81,28725,318.0
43,11,53861,1687.0
47,41,29717,672.0
42,12,29696,960.0
88,34,32160,897.0
48,52,36494,688.0
99,35,31259,894.0
39,35,29965,764.0
88,71,22503,371.0
90,34,31273,879.0
80,35,39050,1044.0
47,31,43517,1093.0
74,61,19053,377.0
32,21,56320,1555.0
30,21,56564,1558.0
63,82,32738,323.0
92,22,53874,1589.0
79,33,45651,1196.0
29,35,48741,1185.0
69,61,27031,475.0
75,24,48790,1426.0
79,71,19863,330.0
25,21,64552,1763.0
55,34,44092,1120.0
86,21,57861,1686.0
47,32,28160,735.0
51,12,38786,1248.0
88,71,27776,424.0
69,41,32180,758.0
71,71,25769,376.0
78,24,31794,977.0
81,61,18617,383.0
74,81,27890,309.0
26,22,32226,902.0
94,81,25348,325.0
29,51,24857,462.0
74,35,50633,1304.0
47,61,27830,449.0
53,21,60046,1689.0
86,92,20633,212.0
20,34,33503,815.0
82,91,22231,210.0
62,35,44787,1148.0
28,35,50415,1223.0
63,31,32141,854.0
67,24,49612,1434.0
82,81,25218,304.0
18,52,29682,524.0
35,21,55159,1529.0
54,32,21987,603.0
